	succe
of	Mustafayev
of	in
Azerbaijan	of
Shahin	Azerbaijan
Mustafayev	Development
Mustafayev	of
Mustafayev	Azerbaijan
Mustafayev	Shahin
Mustafayev	in
Mustafayev	2011
Mustafayev	$15.7
in	Mustafayev
2011	Mustafayev
2011	in
2011	$15.7
$15.7	in
$15.7	2011
$15.7	billion
billion	Mustafayev
billion	in
billion	2011
billion	$15.7
billion	was
billion	invested
billion	in
was	in
was	2011
was	$15.7
was	billion
was	invested
was	in
was	non-oil
invested	2011
invested	$15.7
invested	billion
invested	was
invested	in
invested	non-oil
invested	sector
in	invested
non-oil	$15.7
non-oil	billion
non-oil	was
non-oil	invested
non-oil	in
non-oil	sector
non-oil	while
non-oil	the
non-oil	rest
sector	invested
sector	in
sector	non-oil
sector	while
sector	the
while	sector
the	invested
the	in
the	non-oil
the	sector
the	while
the	rest
the	-
the	in
the	oil
rest	sector
rest	while
rest	the
rest	-
rest	in
-	rest
in	the
in	rest
in	-
in	oil
in	sector."
In
oil	the
oil	rest
oil	-
oil	in
oil	sector."
In
oil	2012
oil	because
sector."
In	rest
sector."
In	-
sector."
In	in
sector."
In	oil
sector."
In	2012
sector."
In	because
sector."
In	of
2012	sector."
In
because	sector."
In
because	2012
because	of
of	in
of	oil
of	sector."
In
of	2012
of	because
of	its
of	economic
of	performance
of	after
its	of
economic	of
economic	its
economic	performance
performance	because
performance	of
performance	its
performance	economic
performance	after
performance	the
performance	Soviet
after	performance
the	of
the	its
the	economic
the	performance
the	after
the	Soviet
the	breakup
the	Azerbaijan
the	predicted
Soviet	its
Soviet	economic
Soviet	performance
Soviet	after
Soviet	the
Soviet	breakup
Soviet	Azerbaijan
Soviet	predicted
Soviet	to
breakup	after
breakup	the
breakup	Soviet
breakup	Azerbaijan
breakup	predicted
Azerbaijan	Soviet
Azerbaijan	breakup
Azerbaijan	predicted
predicted	after
predicted	the
predicted	Soviet
predicted	breakup
predicted	Azerbaijan
predicted	to
predicted	become
predicted	Tiger
predicted	of
to	the
to	Soviet
to	breakup
to	Azerbaijan
to	predicted
to	become
to	Tiger
to	of
to	Caucasus
become	Soviet
become	breakup
become	Azerbaijan
become	predicted
become	to
become	Tiger
become	of
become	Caucasus
become	In
Tiger	predicted
Tiger	to
Tiger	become
Tiger	of
Tiger	Caucasus
of	become
of	Tiger
of	Caucasus
Caucasus	to
Caucasus	become
Caucasus	Tiger
Caucasus	of
Caucasus	In
Caucasus	2012
Caucasus	Globalization
In	to
In	become
In	Tiger
In	of
In	Caucasus
In	2012
In	Globalization
In	and
In	World
2012	Caucasus
2012	In
2012	Globalization
Globalization	Tiger
Globalization	of
Globalization	Caucasus
Globalization	In
Globalization	2012
Globalization	and
Globalization	World
Globalization	Cities
Globalization	Research
and	of
and	Caucasus
and	In
and	2012
and	Globalization
and	World
and	Cities
and	Research
and	Network
World	Caucasus
World	In
World	2012
World	Globalization
World	and
World	Cities
World	Research
World	Network
World	study
Cities	World
Research	and
Research	World
Research	Cities
Research	Network
Research	study
Network	Research
study	Network
ranked	Cities
ranked	Research
ranked	Network
ranked	study
ranked	Baku
ranked	as
ranked	gamma
Baku	Network
Baku	study
Baku	ranked
Baku	as
Baku	gamma
as	Network
as	study
as	ranked
as	Baku
as	gamma
as	level
as	Global
gamma	Network
gamma	study
gamma	ranked
gamma	Baku
gamma	as
gamma	level
gamma	Global
gamma	city.
Macro-economic
gamma	trend.
The
level	gamma
Global	ranked
Global	Baku
Global	as
Global	gamma
Global	level
Global	city.
Macro-economic
Global	trend.
The
Global	following
Global	is
city.
Macro-economic	Global
trend.
The	level
trend.
The	Global
trend.
The	city.
Macro-economic
trend.
The	following
trend.
The	is
following	gamma
following	level
following	Global
following	city.
Macro-economic
following	trend.
The
following	is
following	a
following	chart
following	of
is	level
is	Global
is	city.
Macro-economic
is	trend.
The
is	following
is	a
is	chart
is	of
is	trend
a	trend.
The
a	following
a	is
a	chart
a	of
chart	a
of	trend.
The
of	following
of	is
of	a
of	chart
of	trend
of	of
of	gross
of	domestic
trend	a
trend	chart
trend	of
trend	of
trend	gross
of	a
of	chart
of	of
of	trend
of	gross
of	domestic
of	product
gross	of
gross	trend
gross	of
gross	domestic
gross	product
domestic	gross
product	domestic
of	domestic
of	product
of	Azerbaijan
Azerbaijan	product
Azerbaijan	of
Azerbaijan	at
at	domestic
at	product
at	of
at	Azerbaijan
at	market
at	prices
at	with
market	of
market	Azerbaijan
market	at
market	prices
market	with
prices	of
prices	Azerbaijan
prices	at
prices	market
prices	with
prices	figures
prices	in
with	of
with	Azerbaijan
with	at
with	market
with	prices
with	figures
with	in
with	millions
with	of
figures	prices
figures	with
figures	in
in	prices
in	with
in	figures
in	millions
in	of
millions	prices
millions	with
millions	figures
millions	in
millions	of
millions	Manats.
For
millions	purchasing
of	figures
of	in
of	millions
of	Manats.
For
of	purchasing
Manats.
For	in
Manats.
For	millions
Manats.
For	of
Manats.
For	purchasing
Manats.
For	power
purchasing	figures
purchasing	in
purchasing	millions
purchasing	of
purchasing	Manats.
For
purchasing	power
purchasing	parity
purchasing	comparisons
purchasing	the
power	purchasing
parity	of
parity	Manats.
For
parity	purchasing
parity	power
parity	comparisons
parity	the
parity	US
comparisons	of
comparisons	Manats.
For
comparisons	purchasing
comparisons	power
comparisons	parity
comparisons	the
comparisons	US
comparisons	dollar
comparisons	was
the	power
the	parity
the	comparisons
the	US
the	dollar
US	parity
US	comparisons
US	the
US	dollar
US	was
dollar	US
was	US
was	dollar
was	exchanged
exchanged	comparisons
exchanged	the
exchanged	US
exchanged	dollar
exchanged	was
exchanged	at
exchanged	1,565.88
exchanged	Manats
exchanged	only
at	the
at	US
at	dollar
at	was
at	exchanged
at	1,565.88
at	Manats
at	only
at	Currently
1,565.88	dollar
1,565.88	was
1,565.88	exchanged
1,565.88	at
1,565.88	Manats
1,565.88	only
1,565.88	Currently
Manats	at
Manats	1,565.88
Manats	only
only	at
only	1,565.88
only	Manats
only	Currently
only	the
Currently	only
the	Manats
the	only
the	Currently
the	new
the	Manat
new	the
Manat	Manats
Manat	only
Manat	Currently
Manat	the
Manat	new
Manat	is
Manat	in
Manat	use
Manat	with
is	only
is	Currently
is	the
is	new
is	Manat
is	in
is	use
is	with
is	an
in	new
in	Manat
in	is
in	use
in	with
use	in
with	is
with	in
with	use
with	an
with	exchange
an	in
an	use
an	with
an	exchange
an	rate
exchange	use
exchange	with
exchange	an
exchange	rate
exchange	of
rate	use
rate	with
rate	an
rate	exchange
rate	of
rate	about
rate	1
of	rate
about	of
1	an
1	exchange
1	rate
1	of
1	about
1	manat
1	=
1	$1.10
1	Mean
manat	1
=	1
=	manat
=	$1.10
$1.10	of
$1.10	about
$1.10	1
$1.10	manat
$1.10	=
$1.10	Mean
$1.10	graduate
$1.10	pay
$1.10	was
Mean	about
Mean	1
Mean	manat
Mean	=
Mean	$1.10
Mean	graduate
Mean	pay
Mean	was
Mean	$5.76
graduate	manat
graduate	=
graduate	$1.10
graduate	Mean
graduate	pay
graduate	was
graduate	$5.76
pay	$1.10
pay	Mean
pay	graduate
pay	was
pay	$5.76
was	Mean
was	graduate
was	pay
was	$5.76
was	per
$5.76	pay
$5.76	was
$5.76	per
per	was
per	$5.76
per	manhour
manhour	pay
manhour	was
manhour	$5.76
manhour	per
manhour	in
manhour	2010.
For
manhour	more
in	$5.76
in	per
in	manhour
in	2010.
For
in	more
2010.
For	$5.76
2010.
For	per
2010.
For	manhour
2010.
For	in
2010.
For	more
2010.
For	than
2010.
For	a
more	manhour
more	in
more	2010.
For
more	than
more	a
than	manhour
than	in
than	2010.
For
than	more
than	a
than	century
than	the
a	more
a	than
a	century
century	than
century	a
century	the
the	more
the	than
the	a
the	century
the	backbone
the	of
the	the
backbone	the
of	the
of	backbone
of	the
the	of
Azerbaijani	century
Azerbaijani	the
Azerbaijani	backbone
Azerbaijani	of
Azerbaijani	the
Azerbaijani	economy
Azerbaijani	has
Azerbaijani	been
Azerbaijani	petroleum
economy	backbone
economy	of
economy	the
economy	Azerbaijani
economy	has
economy	been
economy	petroleum
has	the
has	Azerbaijani
has	economy
has	been
has	petroleum
been	has
petroleum	Azerbaijani
petroleum	economy
petroleum	has
petroleum	been
petroleum	which
petroleum	represented
petroleum	10
which	petroleum
represented	petroleum
represented	which
represented	10
10	which
10	represented
10	percent
percent	represented
percent	10
percent	of
of	percent
Azerbaijan’s	which
Azerbaijan’s	represented
Azerbaijan’s	10
Azerbaijan’s	percent
Azerbaijan’s	of
Azerbaijan’s	GDP
Azerbaijan’s	in
Azerbaijan’s	2005
Azerbaijan’s	and
GDP	of
GDP	Azerbaijan’s
GDP	in
in	percent
in	of
in	Azerbaijan’s
in	GDP
in	2005
in	and
in	is
2005	Azerbaijan’s
2005	GDP
2005	in
2005	and
2005	is
and	of
and	Azerbaijan’s
and	GDP
and	in
and	2005
and	is
and	projected
and	to
and	double
is	and
projected	is
to	2005
to	and
to	is
to	projected
to	double
to	to
to	almost
double	and
double	is
double	projected
double	to
double	to
double	almost
double	20
to	and
to	is
to	projected
to	to
to	double
to	almost
to	20
to	percent
to	of
almost	to
20	to
20	double
20	to
20	almost
20	percent
20	of
20	GDP
percent	almost
percent	20
percent	of
of	20
of	percent
of	GDP
GDP	to
GDP	almost
GDP	20
GDP	percent
GDP	of
GDP	in
GDP	2007
GDP	Now
GDP	that
in	almost
in	20
in	percent
in	of
in	GDP
in	2007
in	Now
in	that
in	Western
2007	of
2007	GDP
2007	in
2007	Now
2007	that
Now	of
Now	GDP
Now	in
Now	2007
Now	that
Now	Western
Now	oil
that	Now
Western	in
Western	2007
Western	Now
Western	that
Western	oil
Western	companies
Western	are
oil	that
oil	Western
oil	companies
companies	oil
are	Now
are	that
are	Western
are	oil
are	companies
are	able
are	to
are	tap
are	deepwater
able	oil
able	companies
able	are
able	to
able	tap
to	Western
to	oil
to	companies
to	are
to	able
to	tap
to	deepwater
to	oilfields
to	untouched
tap	companies
tap	are
tap	able
tap	to
tap	deepwater
tap	oilfields
tap	untouched
deepwater	to
deepwater	tap
deepwater	oilfields
oilfields	tap
oilfields	deepwater
oilfields	untouched
untouched	tap
untouched	deepwater
untouched	oilfields
untouched	by
untouched	the
by	to
by	tap
by	deepwater
by	oilfields
by	untouched
by	the
by	Soviets
by	because
by	of
the	oilfields
the	untouched
the	by
the	Soviets
the	because
Soviets	oilfields
Soviets	untouched
Soviets	by
Soviets	the
Soviets	because
Soviets	of
Soviets	poor
because	untouched
because	by
because	the
because	Soviets
because	of
because	poor
because	technology
of	by
of	the
of	Soviets
of	because
of	poor
of	technology
of	Azerbaijan
poor	because
poor	of
poor	technology
technology	Soviets
technology	because
technology	of
technology	poor
technology	Azerbaijan
technology	is
technology	considered
Azerbaijan	technology
is	of
is	poor
is	technology
is	Azerbaijan
is	considered
is	one
is	of
considered	technology
considered	Azerbaijan
considered	is
considered	one
considered	of
one	is
one	considered
one	of
of	is
of	considered
of	one
of	the
of	most
the	of
most	of
most	the
most	important
important	the
important	most
important	areas
areas	one
areas	of
areas	the
areas	most
areas	important
areas	in
areas	the
areas	world
areas	for
in	important
in	areas
in	the
the	areas
the	in
the	world
world	important
world	areas
world	in
world	the
world	for
world	oil
world	exploration
for	in
for	the
for	world
for	oil
for	exploration
oil	for
exploration	the
exploration	world
exploration	for
exploration	oil
exploration	and
exploration	development
exploration	Proven
and	exploration
development	oil
development	exploration
development	and
development	Proven
development	oil
Proven	and
Proven	development
Proven	oil
oil	oil
oil	exploration
oil	and
oil	development
oil	Proven
oil	reserves
oil	in
oil	the
oil	Caspian
reserves	Proven
reserves	oil
reserves	in
in	reserves
the	reserves
the	in
the	Caspian
Caspian	Proven
Caspian	oil
Caspian	reserves
Caspian	in
Caspian	the
Caspian	Basin
Caspian	which
Caspian	Azerbaijan
Caspian	shares
Basin	oil
Basin	reserves
Basin	in
Basin	the
Basin	Caspian
Basin	which
Basin	Azerbaijan
Basin	shares
Basin	with
which	Basin
Azerbaijan	the
Azerbaijan	Caspian
Azerbaijan	Basin
Azerbaijan	which
Azerbaijan	shares
Azerbaijan	with
Azerbaijan	Russia
shares	Basin
shares	which
shares	Azerbaijan
shares	with
shares	Russia
with	which
with	Azerbaijan
with	shares
with	Russia
with	Kazakhstan
Russia	which
Russia	Azerbaijan
Russia	shares
Russia	with
Russia	Kazakhstan
Russia	Iran
Russia	and
Kazakhstan	shares
Kazakhstan	with
Kazakhstan	Russia
Kazakhstan	Iran
Kazakhstan	and
Iran	with
Iran	Russia
Iran	Kazakhstan
Iran	and
Iran	Turkmenistan
and	Russia
and	Kazakhstan
and	Iran
and	Turkmenistan
and	are
Turkmenistan	Kazakhstan
Turkmenistan	Iran
Turkmenistan	and
Turkmenistan	are
Turkmenistan	comparable
are	and
are	Turkmenistan
are	comparable
comparable	Kazakhstan
comparable	Iran
comparable	and
comparable	Turkmenistan
comparable	are
comparable	in
comparable	size
comparable	to
comparable	the
in	Turkmenistan
in	are
in	comparable
in	size
in	to
size	and
size	Turkmenistan
size	are
size	comparable
size	in
size	to
size	the
size	North
size	Sea
to	are
to	comparable
to	in
to	size
to	the
to	North
to	Sea
the	size
the	to
the	North
North	to
North	the
North	Sea
Sea	size
Sea	to
Sea	the
Sea	North
Sea	although
Sea	exploration
Sea	is
although	North
although	Sea
although	exploration
exploration	although
is	Sea
is	although
is	exploration
is	still
is	in
still	is
in	although
in	exploration
in	is
in	still
in	the
in	early
in	stages.
Sectors
the	exploration
the	is
the	still
the	in
the	early
the	stages.
Sectors
the	of
early	exploration
early	is
early	still
early	in
early	the
early	stages.
Sectors
early	of
early	the
early	economy.
Agriculture.
Azerbaijan
stages.
Sectors	in
stages.
Sectors	the
stages.
Sectors	early
stages.
Sectors	of
stages.
Sectors	the
of	in
of	the
of	early
of	stages.
Sectors
of	the
of	economy.
Agriculture.
Azerbaijan
of	has
the	stages.
Sectors
the	of
the	economy.
Agriculture.
Azerbaijan
economy.
Agriculture.
Azerbaijan	the
has	of
has	the
has	economy.
Agriculture.
Azerbaijan
has	the
has	largest
the	has
largest	has
largest	the
largest	agricultural
agricultural	has
agricultural	the
agricultural	largest
agricultural	basin
agricultural	in
basin	economy.
Agriculture.
Azerbaijan
basin	has
basin	the
basin	largest
basin	agricultural
basin	in
basin	the
basin	region
basin	About
in	basin
the	basin
the	in
the	region
region	in
region	the
region	About
About	region
54,9	the
54,9	region
54,9	About
54,9	percent
54,9	of
percent	the
percent	region
percent	About
percent	54,9
percent	of
percent	Azerbaijan
percent	is
of	percent
Azerbaijan	percent
Azerbaijan	of
Azerbaijan	is
is	About
is	54,9
is	percent
is	of
is	Azerbaijan
is	agricultural
is	lands
is	At
is	the
agricultural	Azerbaijan
agricultural	is
agricultural	lands
lands	percent
lands	of
lands	Azerbaijan
lands	is
lands	agricultural
lands	At
lands	the
lands	beginning
lands	of
At	Azerbaijan
At	is
At	agricultural
At	lands
At	the
At	beginning
At	of
the	is
the	agricultural
the	lands
the	At
the	beginning
the	of
the	2007
beginning	At
beginning	the
beginning	of
of	the
of	beginning
of	2007
2007	of
there	2007
were	2007
were	there
were	4,755,100 hectares
4,755,100 hectares	beginning
4,755,100 hectares	of
4,755,100 hectares	2007
4,755,100 hectares	there
4,755,100 hectares	were
4,755,100 hectares	of
4,755,100 hectares	utilized
4,755,100 hectares	agricultural
4,755,100 hectares	area
of	of
of	2007
of	there
of	were
of	4,755,100 hectares
of	utilized
of	agricultural
of	area
of	In
utilized	there
utilized	were
utilized	4,755,100 hectares
utilized	of
utilized	agricultural
utilized	area
utilized	In
agricultural	there
agricultural	were
agricultural	4,755,100 hectares
agricultural	of
agricultural	utilized
agricultural	area
agricultural	In
agricultural	the
agricultural	same
area	4,755,100 hectares
area	of
area	utilized
area	agricultural
area	In
area	the
area	same
In	utilized
In	agricultural
In	area
In	the
In	same
the	agricultural
the	area
the	In
the	same
the	year
same	utilized
same	agricultural
same	area
same	In
same	the
same	year
same	the
same	total
